,Unnamed: 0,Rk,Player,Tm,Pos,Age,GP,G,A,+/-,PIM,PS,GW,S,S%,TOI,Year,PTS,Player_season,career_len,age_max,age_min,PPG,PPG_past,PPG_delta,PPG_career,PS_career,Pos_group,PS_career_mean,PS_normalized,career
12780,77,63,Bill Clement,ATF,C,28,65,12,23,-5.0,14.0,1.4,1.0,86.0,14.0,,1979,35,7,10,31,21,0.5384615384615384,0.7142857142857143,-0.17582417582417587,0.5702364394993046,18.9,FWD,1.718181818181818,-0.3181818181818181,10
13312,103,84,Bill Clement,ATF,C,29,64,7,14,3.0,32.0,0.5,2.0,51.0,13.7,,1980,21,8,10,31,21,0.328125,0.5384615384615384,-0.21033653846153844,0.5702364394993046,18.9,FWD,1.718181818181818,-1.218181818181818,10
13991,100,84,Bill Clement,CGY,C,30,78,12,20,-16.0,33.0,0.5,2.0,94.0,12.8,,1981,32,9,10,31,21,0.41025641025641024,0.328125,0.08213141025641024,0.5702364394993046,18.9,FWD,1.718181818181818,-1.218181818181818,10
14664,103,92,Bill Clement,CGY,C,31,69,4,12,-2.0,28.0,-0.7,0.0,56.0,7.1,,1982,16,10,10,31,21,0.2318840579710145,0.41025641025641024,-0.17837235228539575,0.5702364394993046,18.9,FWD,1.718181818181818,-2.418181818181818,10
7925,46,40,Bill Collins,MNS,RW,24,71,9,11,-17.0,41.0,0.5,1.0,114.0,7.9,,1968,20,0,10,34,24,0.28169014084507044,,,0.51953125,16.3,FWD,1.481818181818182,-0.9818181818181819,11
8254,48,40,Bill Collins,MNS,RW,25,75,9,10,-25.0,24.0,-0.1,1.0,123.0,7.3,,1969,19,1,10,34,24,0.25333333333333335,0.28169014084507044,-0.02835680751173708,0.51953125,16.3,FWD,1.481818181818182,-1.581818181818182,11
8586,46,41,Bill Collins,MNS,RW,26,74,29,9,5.0,48.0,4.3,2.0,186.0,15.6,,1970,38,2,10,34,24,0.5135135135135135,0.25333333333333335,0.26018018018018013,0.51953125,16.3,FWD,1.481818181818182,2.818181818181818,11
8935,73,54,Bill Collins,TOT,RW,27,76,11,18,-1.0,49.0,1.4,1.0,162.0,6.8,,1971,58,3,10,34,24,0.7631578947368421,0.5135135135135135,0.24964438122332866,0.51953125,16.3,FWD,1.481818181818182,-0.08181818181818201,11
9354,65,50,Bill Collins,DET,RW,28,71,15,25,3.0,38.0,3.0,2.0,157.0,9.6,,1972,40,4,10,34,24,0.5633802816901409,0.7631578947368421,-0.19977761304670127,0.51953125,16.3,FWD,1.481818181818182,1.518181818181818,11
9775,59,48,Bill Collins,DET,RW,29,78,21,21,-1.0,44.0,3.0,6.0,186.0,11.3,,1973,42,5,10,34,24,0.5384615384615384,0.5633802816901409,-0.024918743228602436,0.51953125,16.3,FWD,1.481818181818182,1.518181818181818,11
10196,58,47,Bill Collins,TOT,RW,30,66,15,17,-30.0,51.0,1.4,0.0,155.0,9.7,,1974,64,6,10,34,24,0.9696969696969697,0.5384615384615384,0.4312354312354313,0.51953125,16.3,FWD,1.481818181818182,-0.08181818181818201,11
10702,89,69,Bill Collins,STL,RW,31,70,22,15,4.0,34.0,2.7,2.0,142.0,15.5,,1975,37,7,10,34,24,0.5285714285714286,0.9696969696969697,-0.44112554112554114,0.51953125,16.3,FWD,1.481818181818182,1.2181818181818183,11
11244,76,68,Bill Collins,NYR,RW,32,50,4,4,-19.0,38.0,-1.0,0.0,47.0,8.5,,1976,8,8,10,34,24,0.16,0.5285714285714286,-0.36857142857142855,0.51953125,16.3,FWD,1.481818181818182,-2.481818181818182,11
11741,76,68,Bill Collins,TOT,RW,33,63,12,15,-8.0,30.0,1.4,2.0,92.0,13.0,,1977,54,9,10,34,24,0.8571428571428571,0.16,0.6971428571428571,0.51953125,16.3,FWD,1.481818181818182,-0.08181818181818201,11
12256,94,71,Bill Collins,WSH,RW,34,74,10,9,-32.0,18.0,-0.3,1.0,104.0,9.6,,1978,19,10,10,34,24,0.25675675675675674,0.8571428571428571,-0.6003861003861004,0.51953125,16.3,FWD,1.481818181818182,-1.781818181818182,11
46963,44,40,Bill Cowley,STE,C,22,41,5,7,,10.0,0.4,1.0,,,,1935,12,0,12,34,22,0.2926829268292683,,,1.0,57.3,FWD,4.407692307692307,-4.007692307692307,11
47176,44,40,Bill Cowley,BOS,C,23,48,11,10,,17.0,3.3,6.0,,,,1936,21,1,12,34,22,0.4375,0.2926829268292683,0.14481707317073172,1.0,57.3,FWD,4.407692307692307,-1.1076923076923073,11
47345,37,37,Bill Cowley,BOS,C,24,46,13,21,,4.0,5.0,2.0,,,,1937,34,2,12,34,22,0.7391304347826086,0.4375,0.30163043478260865,1.0,57.3,FWD,4.407692307692307,0.5923076923076929,11
47531,39,34,Bill Cowley,BOS,C,25,48,17,22,,8.0,5.7,1.0,,,,1938,39,3,12,34,22,0.8125,0.7391304347826086,0.07336956521739135,1.0,57.3,FWD,4.407692307692307,1.292307692307693,11
47697,35,33,Bill Cowley,BOS,C,26,34,8,34,,2.0,5.1,1.0,,,,1939,42,4,12,34,22,1.2352941176470589,0.8125,0.4227941176470589,1.0,57.3,FWD,4.407692307692307,0.6923076923076925,11
47851,33,33,Bill Cowley,BOS,C,27,48,13,27,,24.0,5.0,1.0,,,,1940,40,5,12,34,22,0.8333333333333334,1.2352941176470589,-0.4019607843137255,1.0,57.3,FWD,4.407692307692307,0.5923076923076929,11
48004,39,39,Bill Cowley,BOS,C,28,46,17,47,,16.0,7.4,4.0,,,,1941,64,6,12,34,22,1.391304347826087,0.8333333333333334,0.5579710144927535,1.0,57.3,FWD,4.407692307692307,2.9923076923076932,11
48297,29,29,Bill Cowley,BOS,C,30,48,27,45,,10.0,6.3,6.0,,,,1943,72,8,12,34,22,1.5,0.9642857142857143,0.5357142857142857,1.0,57.3,FWD,4.407692307692307,1.8923076923076927,11
48440,33,31,Bill Cowley,BOS,C,31,36,30,41,,12.0,5.5,4.0,,,,1944,71,9,12,34,22,1.9722222222222223,1.5,0.4722222222222223,1.0,57.3,FWD,4.407692307692307,1.0923076923076929,11
48582,24,24,Bill Cowley,BOS,C,32,49,25,40,,12.0,5.6,3.0,,,,1945,65,10,12,34,22,1.3265306122448979,1.9722222222222223,-0.6456916099773244,1.0,57.3,FWD,4.407692307692307,1.1923076923076925,11
48851,32,30,Bill Cowley,BOS,C,34,51,13,25,,16.0,3.3,3.0,,,,1947,38,12,12,34,22,0.7450980392156863,0.9230769230769231,-0.17797888386123684,1.0,57.3,FWD,4.407692307692307,-1.1076923076923073,11
8617,78,68,Bill Fairbairn,NYR,RW,23,76,23,33,23.0,23.0,5.8,5.0,153.0,15.0,,1970,56,1,10,32,22,0.7368421052631579,0.0,0.7368421052631579,0.7386018237082067,33.1,FWD,3.0090909090909093,2.7909090909090906,9
8969,108,80,Bill Fairbairn,NYR,RW,24,56,7,23,-1.0,32.0,1.6,1.0,88.0,8.0,,1971,30,2,10,32,22,0.5357142857142857,0.7368421052631579,-0.20112781954887216,0.7386018237082067,33.1,FWD,3.0090909090909093,-1.4090909090909092,9
9394,106,78,Bill Fairbairn,NYR,RW,25,78,22,37,35.0,53.0,5.6,6.0,139.0,15.8,,1972,59,3,10,32,22,0.7564102564102564,0.5357142857142857,0.2206959706959707,0.7386018237082067,33.1,FWD,3.0090909090909093,2.5909090909090904,9
9814,99,73,Bill Fairbairn,NYR,RW,26,78,30,33,37.0,23.0,6.2,5.0,174.0,17.2,,1973,63,4,10,32,22,0.8076923076923077,0.7564102564102564,0.05128205128205132,0.7386018237082067,33.1,FWD,3.0090909090909093,3.190909090909091,9
10241,104,78,Bill Fairbairn,NYR,RW,27,78,18,44,13.0,12.0,4.7,3.0,186.0,9.7,,1974,62,5,10,32,22,0.7948717948717948,0.8076923076923077,-0.012820512820512886,0.7386018237082067,33.1,FWD,3.0090909090909093,1.690909090909091,9
10749,138,102,Bill Fairbairn,NYR,RW,28,80,24,37,13.0,10.0,4.9,3.0,191.0,12.6,,1975,61,6,10,32,22,0.7625,0.7948717948717948,-0.03237179487179487,0.7386018237082067,33.1,FWD,3.0090909090909093,1.890909090909091,9
11279,112,97,Bill Fairbairn,NYR,RW,29,80,13,15,-14.0,8.0,0.7,2.0,160.0,8.1,,1976,28,7,10,32,22,0.35,0.7625,-0.4125,0.7386018237082067,33.1,FWD,3.0090909090909093,-2.3090909090909095,9
11773,109,96,Bill Fairbairn,TOT,RW,30,60,10,22,1.0,2.0,2.0,2.0,93.0,10.8,,1977,64,8,10,32,22,1.0666666666666667,0.35,0.7166666666666667,0.7386018237082067,33.1,FWD,3.0090909090909093,-1.0090909090909093,9
12295,135,106,Bill Fairbairn,TOT,LW,31,66,14,17,-24.0,10.0,1.7,1.0,89.0,15.7,,1978,62,9,10,32,22,0.9393939393939394,1.0666666666666667,-0.1272727272727272,0.7386018237082067,33.1,FWD,3.0090909090909093,-1.3090909090909093,9
7953,76,66,Bill Flett,LAK,RW,24,73,26,20,4.0,97.0,4.8,6.0,205.0,12.7,,1968,46,0,10,36,24,0.6301369863013698,,,0.6632801161103048,32.5,FWD,2.9545454545454546,1.8454545454545452,9
8287,83,69,Bill Flett,LAK,RW,25,72,24,25,-22.0,53.0,4.0,6.0,198.0,12.1,,1969,49,1,10,36,24,0.6805555555555556,0.6301369863013698,0.05041856925418575,0.6632801161103048,32.5,FWD,2.9545454545454546,1.0454545454545454,9
8622,83,73,Bill Flett,LAK,RW,26,69,14,18,-27.0,70.0,1.7,0.0,198.0,7.1,,1970,32,2,10,36,24,0.463768115942029,0.6805555555555556,-0.2167874396135266,0.6632801161103048,32.5,FWD,2.9545454545454546,-1.2545454545454546,9
8975,115,86,Bill Flett,LAK,RW,27,64,13,24,-30.0,57.0,1.7,0.0,182.0,7.1,,1971,37,3,10,36,24,0.578125,0.463768115942029,0.11435688405797101,0.6632801161103048,32.5,FWD,2.9545454545454546,-1.2545454545454546,9
9397,110,81,Bill Flett,TOT,RW,28,76,18,22,-24.0,44.0,2.6,1.0,229.0,7.9,,1972,80,4,10,36,24,1.0526315789473684,0.578125,0.47450657894736836,0.6632801161103048,32.5,FWD,2.9545454545454546,-0.3545454545454545,9
9816,101,75,Bill Flett,PHI,RW,29,69,43,31,31.0,53.0,8.5,6.0,283.0,15.2,,1973,74,5,10,36,24,1.0724637681159421,1.0526315789473684,0.019832189168573766,0.6632801161103048,32.5,FWD,2.9545454545454546,5.545454545454545,9
10244,108,81,Bill Flett,PHI,RW,30,67,17,27,20.0,51.0,3.7,5.0,222.0,7.7,,1974,44,6,10,36,24,0.6567164179104478,1.0724637681159421,-0.41574735020549436,0.6632801161103048,32.5,FWD,2.9545454545454546,0.7454545454545456,9
10753,142,106,Bill Flett,TOR,RW,31,77,15,25,1.0,38.0,2.1,2.0,186.0,8.1,,1975,40,7,10,36,24,0.5194805194805194,0.6567164179104478,-0.13723589842992834,0.6632801161103048,32.5,FWD,2.9545454545454546,-0.8545454545454545,9
11283,117,101,Bill Flett,ATF,RW,32,78,23,17,9.0,30.0,3.2,3.0,171.0,13.5,,1976,40,8,10,36,24,0.5128205128205128,0.5194805194805194,-0.0066600066600066565,0.6632801161103048,32.5,FWD,2.9545454545454546,0.2454545454545456,9
7963,86,76,Bill Goldsworthy,MNS,RW,23,68,14,19,-8.0,68.0,2.7,0.0,154.0,9.1,,1968,33,3,13,33,20,0.4852941176470588,0.4444444444444444,0.0408496732026144,0.7367055771725033,47.5,FWD,3.392857142857143,-0.6928571428571426,10
8296,92,78,Bill Goldsworthy,MNS,RW,24,68,14,10,-28.0,110.0,0.9,3.0,196.0,7.1,,1969,24,4,13,33,20,0.35294117647058826,0.4852941176470588,-0.13235294117647056,0.7367055771725033,47.5,FWD,3.392857142857143,-2.492857142857143,10
8630,92,81,Bill Goldsworthy,MNS,RW,25,75,36,29,-12.0,89.0,7.0,4.0,230.0,15.7,,1970,65,5,13,33,20,0.8666666666666667,0.35294117647058826,0.5137254901960784,0.7367055771725033,47.5,FWD,3.392857142857143,3.607142857142857,10
8983,123,94,Bill Goldsworthy,MNS,RW,26,77,34,31,-13.0,85.0,6.4,7.0,295.0,11.5,,1971,65,6,13,33,20,0.8441558441558441,0.8666666666666667,-0.022510822510822592,0.7367055771725033,47.5,FWD,3.392857142857143,3.0071428571428576,10
9409,122,91,Bill Goldsworthy,MNS,RW,27,78,31,31,11.0,59.0,6.7,8.0,295.0,10.5,,1972,62,7,13,33,20,0.7948717948717948,0.8441558441558441,-0.04928404928404928,0.7367055771725033,47.5,FWD,3.392857142857143,3.3071428571428574,10
9826,112,85,Bill Goldsworthy,MNS,RW,28,75,27,33,24.0,97.0,5.5,2.0,260.0,10.4,,1973,60,8,13,33,20,0.8,0.7948717948717948,0.005128205128205221,0.7367055771725033,47.5,FWD,3.392857142857143,2.107142857142857,10
10268,133,101,Bill Goldsworthy,MNS,RW,29,74,48,26,3.0,73.0,8.4,4.0,321.0,15.0,,1974,74,9,13,33,20,1.0,0.8,0.19999999999999996,0.7367055771725033,47.5,FWD,3.392857142857143,5.007142857142858,10
10780,170,124,Bill Goldsworthy,MNS,RW,30,71,37,35,-37.0,77.0,5.8,3.0,273.0,13.6,,1975,72,10,13,33,20,1.0140845070422535,1.0,0.014084507042253502,0.7367055771725033,47.5,FWD,3.392857142857143,2.407142857142857,10
11310,145,122,Bill Goldsworthy,MNS,RW,31,68,24,22,-19.0,47.0,3.4,3.0,174.0,13.8,,1976,46,11,13,33,20,0.6764705882352942,1.0140845070422535,-0.33761391880695935,0.7367055771725033,47.5,FWD,3.392857142857143,0.0071428571428571175,10
11804,142,125,Bill Goldsworthy,TOT,RW,32,77,12,15,-24.0,49.0,0.4,2.0,135.0,8.9,,1977,54,12,13,33,20,0.7012987012987013,0.6764705882352942,0.024828113063407153,0.7367055771725033,47.5,FWD,3.392857142857143,-2.992857142857143,10
23093,301,247,Bill Guerin,NJD,RW,22,65,14,20,14.0,63.0,2.3,2.0,123.0,11.4,,1993,34,1,17,39,21,0.5230769230769231,0.2,0.3230769230769231,0.8582739509105305,94.4,FWD,5.2444444444444445,-2.9444444444444446,12
23981,348,257,Bill Guerin,NJD,RW,23,81,25,19,14.0,101.0,3.8,3.0,195.0,12.8,,1994,44,2,17,39,21,0.5432098765432098,0.5230769230769231,0.02013295346628674,0.8582739509105305,94.4,FWD,5.2444444444444445,-1.4444444444444446,12
24956,318,241,Bill Guerin,NJD,RW,24,48,12,13,6.0,72.0,2.4,3.0,96.0,12.5,,1995,25,3,17,39,21,0.5208333333333334,0.5432098765432098,-0.022376543209876476,0.8582739509105305,94.4,FWD,5.2444444444444445,-2.8444444444444446,12
25878,337,254,Bill Guerin,NJD,RW,25,80,23,30,7.0,116.0,5.2,6.0,216.0,10.6,,1996,53,4,17,39,21,0.6625,0.5208333333333334,0.1416666666666666,0.8582739509105305,94.4,FWD,5.2444444444444445,-0.04444444444444429,12
26866,302,234,Bill Guerin,NJD,RW,26,82,29,18,-2.0,95.0,5.0,9.0,177.0,16.4,,1997,47,5,17,39,21,0.573170731707317,0.6625,-0.08932926829268295,0.8582739509105305,94.4,FWD,5.2444444444444445,-0.24444444444444446,12
27811,305,239,Bill Guerin,TOT,RW,27,59,18,21,1.0,93.0,4.6,4.0,178.0,10.1,,1998,78,6,17,39,21,1.3220338983050848,0.573170731707317,0.7488631665977677,0.8582739509105305,94.4,FWD,5.2444444444444445,-0.6444444444444448,12
28803,340,248,Bill Guerin,EDM,RW,28,80,30,34,7.0,133.0,7.2,2.0,261.0,11.5,1576.0,1999,64,7,17,39,21,0.8,1.3220338983050848,-0.5220338983050847,0.8582739509105305,94.4,FWD,5.2444444444444445,1.9555555555555557,12
29848,346,262,Bill Guerin,EDM,RW,29,70,24,22,4.0,123.0,5.3,2.0,188.0,12.8,1262.0,2000,46,8,17,39,21,0.6571428571428571,0.8,-0.1428571428571429,0.8582739509105305,94.4,FWD,5.2444444444444445,0.05555555555555536,12
30872,330,276,Bill Guerin,TOT,RW,30,85,40,45,7.0,140.0,9.9,5.0,289.0,13.8,1870.0,2001,170,9,17,39,21,2.0,0.6571428571428571,1.342857142857143,0.8582739509105305,94.4,FWD,5.2444444444444445,4.655555555555556,12
31943,340,259,Bill Guerin,BOS,RW,31,78,41,25,-1.0,91.0,8.8,7.0,355.0,11.5,1618.0,2002,66,10,17,39,21,0.8461538461538461,2.0,-1.1538461538461537,0.8582739509105305,94.4,FWD,5.2444444444444445,3.5555555555555562,12
33024,339,267,Bill Guerin,DAL,RW,32,64,25,25,5.0,113.0,6.2,2.0,229.0,10.9,1187.0,2003,50,11,17,39,21,0.78125,0.8461538461538461,-0.06490384615384615,0.8582739509105305,94.4,FWD,5.2444444444444445,0.9555555555555557,12
34120,335,260,Bill Guerin,DAL,RW,33,82,34,35,14.0,109.0,9.8,10.0,263.0,12.9,1533.0,2004,69,12,17,39,21,0.8414634146341463,0.78125,0.06021341463414631,0.8582739509105305,94.4,FWD,5.2444444444444445,4.555555555555556,12
50820,53,52,Bill Hay,CBH,C,24,70,18,37,17.0,29.0,4.9,2.0,149.0,12.1,,1960,55,3,7,31,24,0.7857142857142857,0.5555555555555556,0.23015873015873012,0.7628458498023716,32.2,FWD,4.025,0.875,8
50966,57,52,Bill Hay,CBH,C,25,69,11,48,0.0,45.0,4.4,0.0,183.0,6.0,,1961,59,4,7,31,24,0.855072463768116,0.7857142857142857,0.06935817805383027,0.7628458498023716,32.2,FWD,4.025,0.375,8
51123,54,51,Bill Hay,CBH,C,26,60,11,52,0.0,34.0,4.9,3.0,207.0,5.3,,1962,63,5,7,31,24,1.05,0.855072463768116,0.19492753623188408,0.7628458498023716,32.2,FWD,4.025,0.875,8
51257,49,48,Bill Hay,CBH,C,27,64,12,33,-4.0,38.0,3.3,2.0,162.0,7.4,,1963,45,6,7,31,24,0.703125,1.05,-0.34687500000000004,0.7628458498023716,32.2,FWD,4.025,-0.7250000000000005,8
51412,60,55,Bill Hay,CBH,C,28,70,23,33,5.0,30.0,5.9,2.0,204.0,11.3,,1964,56,7,7,31,24,0.8,0.703125,0.09687500000000004,0.7628458498023716,32.2,FWD,4.025,1.875,8
7427,55,48,Bill Hay,CBH,C,29,69,11,26,-4.0,36.0,2.8,0.0,152.0,7.2,,1965,37,0,7,31,24,0.5362318840579711,,,0.7628458498023716,32.2,FWD,4.025,-1.2250000000000005,8
7605,65,56,Bill Hay,CBH,C,30,68,20,31,2.0,20.0,4.5,3.0,151.0,13.2,,1966,51,1,7,31,24,0.75,0.5362318840579711,0.21376811594202894,0.7628458498023716,32.2,FWD,4.025,0.47499999999999964,8
7775,54,53,Bill Hay,CBH,C,31,36,7,13,3.0,12.0,1.5,1.0,68.0,10.3,,1967,20,2,7,31,24,0.5555555555555556,0.75,-0.19444444444444442,0.7628458498023716,32.2,FWD,4.025,-2.5250000000000004,8
50970,61,56,Bill Hicke,MTL,RW,22,70,18,27,14.0,29.0,3.8,2.0,151.0,11.9,,1961,45,9,12,33,21,0.6428571428571429,0.3023255813953488,0.3405315614617941,0.5761316872427984,29.8,FWD,2.292307692307692,1.5076923076923077,11
51127,58,55,Bill Hicke,MTL,RW,23,70,20,31,11.0,42.0,4.7,3.0,152.0,13.2,,1962,51,10,12,33,21,0.7285714285714285,0.6428571428571429,0.08571428571428563,0.5761316872427984,29.8,FWD,2.292307692307692,2.407692307692308,11
51262,54,53,Bill Hicke,MTL,RW,24,70,17,22,14.0,39.0,3.2,3.0,136.0,12.5,,1963,39,11,12,33,21,0.5571428571428572,0.7285714285714285,-0.17142857142857137,0.5761316872427984,29.8,FWD,2.292307692307692,0.907692307692308,11
51416,64,59,Bill Hicke,MTL,RW,25,48,11,9,0.0,41.0,1.8,2.0,44.0,25.0,,1964,20,12,12,33,21,0.4166666666666667,0.5571428571428572,-0.14047619047619048,0.5761316872427984,29.8,FWD,2.292307692307692,-0.4923076923076921,11
7432,60,51,Bill Hicke,TOT,RW,26,57,6,12,-23.0,28.0,0.3,2.0,67.0,9.0,,1965,36,0,12,33,21,0.631578947368421,,,0.5761316872427984,29.8,FWD,2.292307692307692,-1.9923076923076921,11
7607,67,58,Bill Hicke,NYR,RW,27,49,9,18,-9.0,21.0,1.3,0.0,83.0,10.8,,1966,27,1,12,33,21,0.5510204081632653,0.631578947368421,-0.08055853920515577,0.5761316872427984,29.8,FWD,2.292307692307692,-0.9923076923076921,11
7777,56,55,Bill Hicke,NYR,RW,28,48,3,4,-17.0,11.0,-0.4,0.0,50.0,6.0,,1967,7,2,12,33,21,0.14583333333333334,0.5510204081632653,-0.4051870748299319,0.5761316872427984,29.8,FWD,2.292307692307692,-2.692307692307692,11
7989,113,96,Bill Hicke,OAK,RW,29,52,21,19,-22.0,32.0,3.9,4.0,143.0,14.7,,1968,40,3,12,33,21,0.7692307692307693,0.14583333333333334,0.6233974358974359,0.5761316872427984,29.8,FWD,2.292307692307692,1.6076923076923078,11
8320,117,100,Bill Hicke,OAK,RW,30,67,25,36,-13.0,68.0,5.5,3.0,171.0,14.6,,1969,61,4,12,33,21,0.9104477611940298,0.7692307692307693,0.14121699196326054,0.5761316872427984,29.8,FWD,2.292307692307692,3.207692307692308,11
8655,118,104,Bill Hicke,OAK,RW,31,69,15,29,-11.0,14.0,3.6,2.0,139.0,10.8,,1970,44,5,12,33,21,0.6376811594202898,0.9104477611940298,-0.27276660177374,0.5761316872427984,29.8,FWD,2.292307692307692,1.307692307692308,11
9012,154,121,Bill Hicke,CGS,RW,32,74,18,17,-30.0,41.0,2.0,1.0,138.0,13.0,,1971,35,6,12,33,21,0.47297297297297297,0.6376811594202898,-0.16470818644731683,0.5761316872427984,29.8,FWD,2.292307692307692,-0.29230769230769216,11
24184,559,415,Bill Lindsay,FLA,LW,22,84,6,6,-2.0,97.0,-0.5,0.0,90.0,6.7,,1994,12,2,12,32,20,0.14285714285714285,0.29545454545454547,-0.15259740259740262,0.3256113256113256,11.3,FWD,0.8692307692307693,-1.3692307692307693,9
25133,502,392,Bill Lindsay,FLA,LW,23,48,10,9,1.0,46.0,1.7,0.0,63.0,15.9,,1995,19,3,12,32,20,0.3958333333333333,0.14285714285714285,0.25297619047619047,0.3256113256113256,11.3,FWD,0.8692307692307693,0.8307692307692307,9
26097,564,407,Bill Lindsay,FLA,LW,24,73,12,22,13.0,57.0,2.6,2.0,118.0,10.2,,1996,34,4,12,32,20,0.4657534246575342,0.3958333333333333,0.0699200913242009,0.3256113256113256,11.3,FWD,0.8692307692307693,1.7307692307692308,9
27045,489,383,Bill Lindsay,FLA,LW,25,81,11,23,1.0,120.0,2.2,3.0,168.0,6.5,,1997,34,5,12,32,20,0.41975308641975306,0.4657534246575342,-0.04600033823778116,0.3256113256113256,11.3,FWD,0.8692307692307693,1.330769230769231,9
28004,506,391,Bill Lindsay,FLA,LW,26,82,12,16,-2.0,80.0,2.0,5.0,150.0,8.0,,1998,28,6,12,32,20,0.34146341463414637,0.41975308641975306,-0.0782896717856067,0.3256113256113256,11.3,FWD,0.8692307692307693,1.1307692307692307,9
29019,564,410,Bill Lindsay,FLA,LW,27,75,12,15,-1.0,92.0,2.3,2.0,135.0,8.9,1021.0,1999,27,7,12,32,20,0.36,0.34146341463414637,0.01853658536585362,0.3256113256113256,11.3,FWD,0.8692307692307693,1.4307692307692306,9
30056,562,430,Bill Lindsay,CGY,LW,28,80,8,12,-7.0,86.0,0.8,2.0,147.0,5.4,1034.0,2000,20,8,12,32,20,0.25,0.36,-0.10999999999999999,0.3256113256113256,11.3,FWD,0.8692307692307693,-0.0692307692307692,9
31086,553,453,Bill Lindsay,TOT,LW,29,68,1,13,-6.0,126.0,0.2,0.0,71.0,1.4,696.0,2001,28,9,12,32,20,0.4117647058823529,0.25,0.16176470588235292,0.3256113256113256,11.3,FWD,0.8692307692307693,-0.6692307692307693,9
32164,571,449,Bill Lindsay,TOT,LW,30,76,5,10,-11.0,140.0,0.5,1.0,77.0,6.5,742.0,2002,30,10,12,32,20,0.39473684210526316,0.4117647058823529,-0.017027863777089758,0.3256113256113256,11.3,FWD,0.8692307692307693,-0.36923076923076925,9
48517,113,100,Bill Mosienko,CBH,RW,22,50,32,38,,10.0,5.4,4.0,,,,1944,70,2,13,33,20,1.4,1.0,0.3999999999999999,0.759493670886076,49.7,FWD,3.5500000000000003,1.85,12
48653,98,87,Bill Mosienko,CBH,RW,23,50,28,26,,0.0,4.9,6.0,,,,1945,54,3,13,33,20,1.08,1.4,-0.31999999999999984,0.759493670886076,49.7,FWD,3.5500000000000003,1.35,12
48783,97,92,Bill Mosienko,CBH,RW,24,40,18,30,,12.0,4.6,4.0,,,,1946,48,4,13,33,20,1.2,1.08,0.11999999999999988,0.759493670886076,49.7,FWD,3.5500000000000003,1.0499999999999994,12
48922,106,99,Bill Mosienko,CBH,RW,25,59,25,27,,2.0,4.7,0.0,,,,1947,52,5,13,33,20,0.8813559322033898,1.2,-0.31864406779661014,0.759493670886076,49.7,FWD,3.5500000000000003,1.15,12
49055,97,90,Bill Mosienko,CBH,RW,26,40,16,9,,0.0,2.5,1.0,,,,1948,25,6,13,33,20,0.625,0.8813559322033898,-0.2563559322033898,0.759493670886076,49.7,FWD,3.5500000000000003,-1.0500000000000003,12
49210,102,91,Bill Mosienko,CBH,RW,27,60,17,25,,6.0,3.7,2.0,,,,1949,42,7,13,33,20,0.7,0.625,0.07499999999999996,0.759493670886076,49.7,FWD,3.5500000000000003,0.1499999999999999,12
49361,113,107,Bill Mosienko,CBH,RW,28,69,18,28,,10.0,3.9,0.0,,,,1950,46,8,13,33,20,0.6666666666666666,0.7,-0.033333333333333326,0.759493670886076,49.7,FWD,3.5500000000000003,0.34999999999999964,12
49533,130,110,Bill Mosienko,CBH,RW,29,65,21,15,,18.0,3.2,1.0,,,,1951,36,9,13,33,20,0.5538461538461539,0.6666666666666666,-0.11282051282051275,0.759493670886076,49.7,FWD,3.5500000000000003,-0.3500000000000001,12
49686,108,97,Bill Mosienko,CBH,RW,30,70,31,22,,10.0,6.0,6.0,,,,1952,53,10,13,33,20,0.7571428571428571,0.5538461538461539,0.20329670329670324,0.759493670886076,49.7,FWD,3.5500000000000003,2.4499999999999997,12
49830,101,96,Bill Mosienko,CBH,RW,31,65,17,20,,20.0,4.4,2.0,,,,1953,37,11,13,33,20,0.5692307692307692,0.7571428571428571,-0.1879120879120879,0.759493670886076,49.7,FWD,3.5500000000000003,0.8500000000000001,12
49982,106,99,Bill Mosienko,CBH,RW,32,65,15,19,,17.0,3.0,1.0,,,,1954,34,12,13,33,20,0.5230769230769231,0.5692307692307692,-0.0461538461538461,0.759493670886076,49.7,FWD,3.5500000000000003,-0.5500000000000003,12
50140,118,97,Bill Mosienko,CBH,RW,33,64,12,15,,24.0,1.9,1.0,,,,1955,27,13,13,33,20,0.421875,0.5230769230769231,-0.1012019230769231,0.759493670886076,49.7,FWD,3.5500000000000003,-1.6500000000000004,12
46901,184,146,Bill Thoms,TOR,C,23,47,8,19,,24.0,2.8,1.0,,,,1934,27,1,12,34,22,0.574468085106383,0.41379310344827586,0.16067498165810717,0.6885245901639344,37.5,FWD,2.8846153846153846,-0.08461538461538476,10
47296,170,146,Bill Thoms,TOR,C,25,48,23,15,,29.0,7.3,3.0,,,,1936,38,3,12,34,22,0.7916666666666666,0.46808510638297873,0.3235815602836879,0.6885245901639344,37.5,FWD,2.8846153846153846,4.415384615384616,10
47480,178,149,Bill Thoms,TOR,C,26,48,10,9,,14.0,2.1,0.0,,,,1937,19,4,12,34,22,0.3958333333333333,0.7916666666666666,-0.3958333333333333,0.6885245901639344,37.5,FWD,2.8846153846153846,-0.7846153846153845,10
